MaSP,TenSP,SoLuongTon,MoTa,Gia
SP85506994,Kem nhan 114,670,Mau sac tuoi tan,264378
SP85893680,Sua buoi 487,363,,121769
SP90482872,Kem buoi 497,886,,463721
SP70522187,Sua sau rieng 823,607,,59130
SP68310149,Muc dua 373,423,Than thien voi moi truong,632082
SP70855986,Sua đao 246,138,,906361
SP29461446,Snack sau rieng 659,570,San pham tot,623752
SP57367323,Kem cam 348,552,,962210
SP87069249,Sua đao 386,476,,647817
SP34614426,Kem man 177,974,,352106
SP24618231,Sua khoai tay 182,478,Kieu dang tien loi,224753
SP80518730,Nuoc hong xiem 613,526,,639938
SP15339725,Kem bo 539,416,Phu hop voi gia tien,597607
SP96355498,Snack man 503,347,,686229
SP64777562,Muc dua 193,339,,638594
SP75665080,Nuoc rong bien 144,791,,369545
SP35732500,Snack bap 628,447,Mau sac tuoi tan,63336
SP85396366,Nuoc bo 674,878,,55781
SP48981540,Nuoc nhan 225,205,Mau sac tuoi tan,584221
SP11228175,Muc nhan 541,140,,547389
SP53450906,Muc mang cut 172,349,,198162
SP70672995,Nuoc mang cut 913,465,,364925
SP41242072,Kem khoai tim 389,191,Ngon bo re,691849
SP95297275,Banh dua 942,351,,905697
SP17204424,Snack khoai tim 538,657,Hinh anh bat mat,39742
SP14008190,Banh thanh long 341,434,,134781
SP62162523,Kem cam 895,683,,312850
SP24219497,Muc bo 359,411,,341226
SP46135574,Kem nho 678,991,Phu hop voi gia tien,451081
SP47068185,Sua bap 389,522,,104374
SP96405170,Nuoc thanh long 672,658,Ngon bo re,916662
SP76608351,Kem quyt 137,1000,,965192
SP84986116,Nuoc mo 325,133,,803038
SP88311252,Muc vai thieu 833,477,,175008
SP85679621,Kem chuoi 175,524,Co ich cho suc khoe,613962
SP16324281,Muc nho 979,512,,486263
SP83063846,Sua dau 412,167,San pham tot,85602
SP49351335,Nuoc dau 489,633,,592229
SP89806566,Sua dau 790,377,,953238
SP88195586,Banh hong xiem 304,397,,576202
SP70632261,Muc bo 459,687,Ngon bo re,297648
SP68959444,Sua khoai tay 960,930,,437291
SP97036758,Muc dua 425,873,Kieu dang tien loi,659739
SP27256969,Sua xooai 424,902,,761170
SP67211439,Banh khoai tim 530,893,,95662
SP73102522,Sua bo 374,968,,353403
SP52149168,Muc mo 412,739,San pham tot,620236
SP54822817,Nuoc đao 402,638,,773909
SP21134787,Sua xooai 951,466,Than thien voi moi truong,187459
SP92040988,Muc buoi 159,252,,748951
SP63688286,Muc vai thieu 942,838,,338563
SP47833893,Sua hong xiem 699,377,,787730
SP54350865,Snack mang cut 400,838,Thom ngon bo duong,107021
SP88470755,Kem hong xiem 944,531,,460211
SP82603996,Banh nho 153,417,San pham tot,457233
SP88541352,Snack cam 328,712,,90542
SP95449549,Banh nhan 716,927,,417410
SP18720361,Banh mang cut 294,801,,347147
SP12650742,Snack cam 580,939,Than thien voi moi truong,293106
SP65571786,Muc dua 289,977,,981568
SP27020894,Muc chuoi 581,390,Mau sac tuoi tan,715496
SP93421463,Nuoc vai thieu 518,159,,925611
SP61212993,Nuoc mang cut 283,881,,496010
SP87224374,Muc quyt 390,520,,918595
SP48619493,Kem buoi 342,365,Than thien voi moi truong,550194
SP35224841,Snack rong bien 619,897,,377966
SP44190349,Snack nhan 856,223,San pham tot,371725
SP50704203,Muc thanh long 687,160,,806289
SP51648483,Muc vai thieu 505,480,,986178
SP89564383,Kem mo 348,207,,495376
SP24036800,Banh thanh long 324,354,Co ich cho suc khoe,302118
SP52813246,Banh khoai tay 436,602,,865765
SP31765897,Sua khoai tim 429,960,Mau sac tuoi tan,864263
SP87183326,Snack nhan 197,175,,158300
SP98735795,Sua đao 242,245,,19141
SP76786697,Snack hong xiem 373,410,,32473
SP71703563,Nuoc mang cut 972,982,Kieu dang tien loi,409695
SP19420714,Sua thanh long 978,286,,93550
SP22707446,Banh rong bien 512,762,Phu hop voi gia tien,91333
SP58464416,Snack vai thieu 226,561,,375299
SP58605383,Sua man 753,509,,710817
SP48866148,Sua buoi 557,800,,839528
SP91406852,Banh bap 340,754,Co ich cho suc khoe,239429
SP84326355,Muc xooai 694,981,,79119
SP99186781,Muc cam 369,888,San pham tot,77213
SP28370989,Sua vai thieu 898,850,,451102
SP16377872,Sua khoai tay 785,935,,941930
SP20391807,Banh buoi 335,933,,561994
SP47552534,Snack đao 430,758,Ngon bo re,449530
SP27687561,Muc mang cut 733,697,,528022
SP53572005,Sua dua 901,201,San pham tot,855558
SP19840436,Kem bap 958,430,,785974
SP14469063,Snack đao 260,295,,526665
SP52678655,Nuoc dua 125,731,,970199
SP89238446,Kem sau rieng 291,184,Hinh anh bat mat,56706
SP94038815,Snack vai thieu 313,763,,657219
SP83956013,Banh vai thieu 532,886,Kieu dang tien loi,34367
SP73418991,Sua mo 704,398,,289665
SP24321513,Muc đao 569,238,,836161
SP85317161,Nuoc bo 729,414,,337329
SP17425940,Banh mo 706,190,Than thien voi moi truong,125774
SP36380956,Kem nhan 462,787,,136520
SP32027781,Snack nho 956,735,Co ich cho suc khoe,392361
SP98293892,Sua mang cut 418,880,,330440
SP93055657,Snack sau rieng 531,675,,28878
SP96329093,Banh bap 429,224,,529338
SP43842028,Kem man 604,114,Phu hop voi gia tien,673096
SP32606951,Nuoc bap 763,368,,500018
SP16674404,Sua chuoi 515,856,Phu hop voi gia tien,356767
SP96168530,Sua nho 247,367,,718900
SP76463103,Nuoc rong bien 487,778,,558755
SP64589993,Sua cam 227,348,,16247
SP52140199,Banh dua 292,843,San pham tot,292064
SP26572811,Sua khoai tay 547,959,,631036
SP27398867,Kem nhan 173,496,Thom ngon bo duong,888821
SP55562778,Snack dau 789,543,,835196
SP77932217,Kem buoi 612,521,,123999
SP30344594,Sua nhan 834,359,,265243
SP25303694,Sua hong xiem 702,114,Kieu dang tien loi,574581
SP21009323,Muc vai thieu 870,862,,10199
SP42950182,Snack chuoi 100,647,Thom ngon bo duong,100404
SP34075613,Sua khoai tim 695,873,,861192
SP89401990,Nuoc dua 489,876,,982361
SP73982591,Nuoc rong bien 135,912,,673801
SP61629928,Muc nho 534,841,Co ich cho suc khoe,574915
SP93325740,Kem cam 713,689,,491808
SP94836117,Muc sau rieng 106,179,Hinh anh bat mat,324140
SP22355787,Sua vai thieu 553,151,,437224
SP19270899,Banh chuoi 674,193,,853044
SP93833585,Muc buoi 682,191,,998406
SP74647895,Nuoc buoi 686,157,San pham tot,476851
SP63414874,Sua mo 645,593,,528918
SP64789794,Snack sau rieng 949,152,Hinh anh bat mat,257827
SP53009062,Snack nhan 658,280,,710608
SP83947675,Banh mang cut 269,738,,533774
SP72066912,Muc khoai tim 350,873,,828254
SP40550646,Nuoc bap 416,284,Ngon bo re,899085
SP32207781,Kem dua 392,543,,139360
SP42706325,Sua cam 496,968,Than thien voi moi truong,120146
SP48683288,Kem mang cut 560,573,,129495
SP97217325,Sua khoai tay 591,592,,967841
SP13652397,Nuoc khoai tim 722,521,,998070
SP40394703,Sua man 988,987,Than thien voi moi truong,867613
SP14613857,Muc bo 740,291,,193228
SP40781450,Kem quyt 899,397,Than thien voi moi truong,643145
SP74934272,Kem mang cut 415,368,,645454
SP91921507,Muc cam 725,648,,780355
SP42486332,Banh đao 720,1000,,305737
SP61467681,Muc bo 259,494,Co ich cho suc khoe,447489
SP41952484,Nuoc nho 161,464,,820558
SP76684180,Snack khoai tim 120,675,Than thien voi moi truong,320266
SP93898142,Banh chuoi 872,862,,862391
SP45691823,Kem mo 677,499,,356241
SP79935805,Sua cam 482,594,,330930
SP20583666,Banh khoai tay 325,878,Ngon bo re,812123
SP16829146,Banh quyt 171,945,,642791
SP76078752,Kem man 977,718,Thom ngon bo duong,357063
SP33632370,Banh mo 609,1000,,360243
SP13000311,Kem đao 883,384,,814152
SP64272522,Sua bo 261,439,,376678
SP36528225,Snack cam 498,705,Mau ma đep,381504
SP46722040,Sua khoai tim 102,139,,537495
SP65912868,Sua chuoi 414,225,Co ich cho suc khoe,384921
SP85597982,Banh nhan 942,213,,153311
SP14867290,Muc thanh long 767,728,,735132
SP71530540,Muc rong bien 322,681,,679160
SP22800121,Nuoc mo 455,167,Ngon bo re,274907
SP38685586,Sua vai thieu 853,334,,802756
SP68895598,Sua đao 729,823,Co ich cho suc khoe,896368
SP57280897,Muc xooai 317,247,,861282
SP78449947,Sua buoi 240,216,,128065
SP43115253,Snack mang cut 473,699,,494480
SP67993148,Snack thanh long 658,268,Thom ngon bo duong,426207
SP82556812,Muc quyt 155,318,,981047
SP70258186,Sua khoai tay 616,854,Hinh anh bat mat,360085
SP69020151,Kem cam 959,883,,303317
SP76138326,Nuoc hong xiem 486,998,,311580
SP33380516,Banh xooai 274,534,,117480
SP48821499,Muc vai thieu 264,434,Mau sac tuoi tan,169110
SP15342383,Nuoc buoi 521,564,,113248
SP47804305,Kem quyt 764,473,Hinh anh bat mat,963706
SP82158299,Banh đao 456,832,,978688
SP61586994,Muc nhan 646,731,,794341
SP97613675,Snack chuoi 727,928,,576850
SP99642897,Kem chuoi 507,740,Thom ngon bo duong,944973
SP15012555,Sua thanh long 901,999,,742329
SP60404398,Nuoc mang cut 558,458,Hinh anh bat mat,519635
SP37685024,Muc mo 152,434,,860296
SP19921627,Muc rong bien 131,555,,192548
SP39660126,Snack khoai tim 795,542,,645049
SP62583207,Muc cam 719,108,Thom ngon bo duong,969691
SP34785779,Sua cam 964,944,,123730
SP92045693,Sua sau rieng 581,515,Than thien voi moi truong,514182
SP14313922,Sua khoai tay 679,419,,806206
SP47064014,Kem nho 550,433,,837427
SP82166843,Snack hong xiem 918,921,,180654
SP51258597,Kem dua 802,778,Ngon bo re,20016
SP85718904,Sua hong xiem 394,784,,416526
SP56174920,Banh quyt 662,223,Co ich cho suc khoe,96729
SP53248662,Snack mo 356,464,,917115
SP14060651,Nuoc nhan 470,740,,181817
SP64868163,Nuoc mang cut 249,780,,315022
SP73097029,Nuoc quyt 111,976,San pham tot,997463
SP77674074,Sua hong xiem 438,551,,961893
SP19007043,Kem xooai 471,840,Hinh anh bat mat,718044
SP86401698,Kem man 675,958,,796426
SP37696094,Nuoc man 432,341,,358501
SP49922857,Nuoc khoai tim 114,113,,678343
SP61102816,Kem buoi 276,182,Mau sac tuoi tan,615097
SP40146668,Banh quyt 940,562,,85270
SP74167631,Nuoc mang cut 662,651,Kieu dang tien loi,313910
SP96923310,Kem bap 369,363,,681565
SP59012969,Kem xooai 992,431,,558933
SP35487277,Kem cam 822,266,,259430
SP99452431,Kem hong xiem 967,278,Mau sac tuoi tan,940770
SP59918486,Banh cam 763,450,,848940
SP84647295,Banh dau 954,803,Thom ngon bo duong,102964
SP65445760,Muc đao 196,156,,979532
SP96827312,Sua dau 571,287,,41639
SP38627885,Banh buoi 910,430,,439357
SP29837333,Banh dua 535,985,Mau sac tuoi tan,19573
SP27968665,Banh buoi 255,968,,550449
SP35445891,Sua vai thieu 904,673,Thom ngon bo duong,597356
SP79551248,Snack đao 522,248,,941050
SP44549874,Sua man 471,276,,973029
SP57626986,Nuoc chuoi 649,835,,937482
SP28913345,Nuoc man 295,671,Mau ma đep,898557
SP20019025,Banh xooai 843,922,,762372
SP84992428,Muc bo 797,761,Co ich cho suc khoe,971802
SP89331269,Sua nhan 350,412,,575044
SP14613934,Muc nho 667,535,,923474
SP58561004,Muc sau rieng 204,504,,451177
SP10533532,Nuoc sau rieng 600,129,Mau ma đep,212354
SP93431222,Banh khoai tim 325,978,,916697
SP13754358,Kem đao 227,837,Mau sac tuoi tan,385957
SP98030463,Nuoc cam 166,220,,972385
SP89142625,Muc bo 935,595,,153196
SP17191685,Nuoc bap 712,874,,366082
SP97310748,Kem bap 629,936,Mau ma đep,643446
SP83887298,Sua xooai 884,119,,420678
SP47723241,Muc buoi 472,525,Than thien voi moi truong,953172
SP86431219,Snack đao 429,591,,303426
SP65359402,Banh mo 981,910,,759314
SP49768422,Sua mang cut 963,635,,333570
SP94607225,Snack khoai tim 974,353,San pham tot,273571
SP58778060,Sua man 629,844,,349563
SP91143891,Nuoc cam 301,732,Than thien voi moi truong,525867
SP63637190,Banh mang cut 532,633,,378617
SP60101870,Snack nhan 420,809,,182455
SP68173008,Nuoc nhan 668,885,,777603
SP53536598,Snack quyt 423,275,Mau sac tuoi tan,926090
SP64855595,Nuoc dua 630,346,,589796
SP31892920,Sua hong xiem 143,770,Mau sac tuoi tan,798141
SP96344892,Banh nho 484,565,,433909
SP57420591,Sua vai thieu 927,912,,968238
SP61262451,Sua dau 138,759,,843420
SP45640715,Banh vai thieu 383,620,Mau sac tuoi tan,969464
SP33073038,Muc đao 233,393,,707302
SP39377834,Kem đao 728,423,Ngon bo re,83010
SP69930805,Muc man 269,275,,151304
SP95014803,Snack vai thieu 893,666,,994047
SP20463009,Muc thanh long 851,923,,509727
SP70543659,Kem bap 598,440,San pham tot,66834
SP11978467,Nuoc khoai tim 529,242,,171370
SP50458053,Nuoc man 834,287,Kieu dang tien loi,396567
SP40206089,Kem chuoi 283,131,,178334
SP98915183,Snack vai thieu 111,540,,491053
SP97716056,Nuoc hong xiem 235,983,,164637
SP33871039,Nuoc nho 565,170,Thom ngon bo duong,965331
SP44747325,Sua bap 944,930,,392412
SP87887454,Nuoc dau 337,718,Mau ma đep,405019
SP16123652,Banh mang cut 752,797,,996778
SP39924931,Snack nhan 545,670,,516615
SP29596789,Banh sau rieng 137,881,,338118
SP10561696,Muc vai thieu 792,863,Kieu dang tien loi,465112
SP13668025,Kem nho 641,529,,85112
SP25976611,Banh thanh long 237,240,Mau sac tuoi tan,623101
SP49021493,Nuoc đao 745,374,,502653
SP10590762,Banh khoai tay 371,647,,543418
SP47215212,Muc mang cut 934,593,,774665
SP55148863,Muc bo 330,633,Thom ngon bo duong,885477
SP35361875,Nuoc dua 511,327,,831588
SP14753156,Snack chuoi 575,757,San pham tot,945697
SP92385889,Snack đao 729,741,,990841
SP58433241,Banh mang cut 980,396,,814476
SP52432242,Muc nhan 448,197,,76009
SP50002759,Nuoc thanh long 816,476,Ngon bo re,860780
SP98771956,Muc quyt 954,528,,639903
SP20081285,Sua khoai tim 167,670,Mau sac tuoi tan,298731
SP97334987,Snack sau rieng 959,687,,821488
SP50220978,Snack dua 188,505,,985868
SP30801923,Banh vai thieu 400,634,,41031
SP97234607,Kem mo 425,802,San pham tot,498104
SP47445369,Nuoc dua 211,374,,897204
SP30748760,Muc xooai 316,657,Mau sac tuoi tan,669847
SP79821371,Sua xooai 734,322,,819650
SP29400147,Banh xooai 461,896,,484922
SP19960446,Banh khoai tim 507,945,,734170
SP26350690,Kem nhan 460,356,Ngon bo re,383947
SP48720252,Muc thanh long 895,998,,874846
SP56388796,Banh nho 215,246,San pham tot,367536
SP26376234,Muc dau 124,626,,351830
SP71783121,Banh buoi 352,202,,442421
SP43486606,Sua nhan 885,427,,734826
SP81645424,Banh hong xiem 471,244,Hinh anh bat mat,646156
SP82331655,Muc vai thieu 608,152,,900543
SP91962707,Snack dua 468,273,Mau sac tuoi tan,399532
SP52216279,Sua nhan 581,573,,967375
SP89485134,Sua thanh long 735,419,,459433
SP41777374,Nuoc khoai tay 458,724,,780971
SP61819999,Banh quyt 268,961,Mau ma đep,687540
SP82090836,Nuoc buoi 242,920,,336475
SP79616359,Muc thanh long 117,213,San pham tot,285463
SP69616629,Kem nhan 510,985,,134276
SP49333492,Nuoc buoi 690,846,,124133
SP35467714,Sua chuoi 306,897,,940661
SP91993143,Nuoc bo 685,995,Kieu dang tien loi,823860
SP21813937,Kem nhan 169,757,,178621
SP33264817,Nuoc nhan 515,559,Mau ma đep,747771
SP75238659,Muc mo 421,645,,607569
SP85749265,Sua man 383,320,,184217
SP14522423,Muc nhan 303,232,,666634
SP56024875,Nuoc chuoi 427,544,Mau ma đep,362206
SP67569920,Banh dau 648,897,,157394
SP14483219,Snack dua 514,968,Mau sac tuoi tan,505629
SP38464780,Kem sau rieng 108,240,,671369
SP70339707,Snack khoai tay 601,414,,58804
SP81878083,Banh bo 754,807,,673670
SP44689173,Sua nho 808,425,San pham tot,63044
SP30323864,Snack chuoi 893,289,,613524
SP43969989,Nuoc thanh long 408,909,Co ich cho suc khoe,291494
SP51575876,Snack bap 944,436,,239787
SP68038358,Nuoc rong bien 588,435,,219098
SP50695042,Muc mang cut 553,772,,360329
SP96988760,Muc thanh long 499,368,Phu hop voi gia tien,610140
SP47597718,Nuoc khoai tay 222,511,,835244
SP79036995,Banh hong xiem 740,712,San pham tot,513403
SP64385100,Banh rong bien 499,585,,713528
SP47300081,Kem đao 400,400,,241012
SP86780797,Banh dua 982,437,,654978
SP60002335,Sua vai thieu 472,862,Mau sac tuoi tan,945497
SP51712982,Nuoc thanh long 105,333,,222374
SP38544940,Kem nho 745,976,Hinh anh bat mat,532051
SP71453468,Sua hong xiem 358,125,,815673
SP66790238,Kem mang cut 859,840,,693005
SP61164502,Banh bap 603,810,,940786
SP15679193,Banh nho 738,878,Than thien voi moi truong,383299
SP52491263,Kem dua 180,399,,168358
SP57578913,Kem bo 660,146,San pham tot,278113
SP45417289,Nuoc chuoi 589,975,,431740
SP52510173,Banh dua 248,206,,303604
SP97564075,Nuoc bo 518,619,,79046
SP39179571,Snack rong bien 415,841,Mau ma đep,943741
SP95676346,Banh hong xiem 521,899,,607492
SP69428728,Muc dau 481,764,Hinh anh bat mat,163086
SP25936374,Snack nho 248,631,,46400
SP62947353,Muc nho 175,570,,699363
SP92472712,Sua dua 937,351,,572260
SP55343136,Nuoc chuoi 957,686,Co ich cho suc khoe,223649
SP35105281,Banh thanh long 102,697,,967663
SP85856746,Snack bap 269,785,Than thien voi moi truong,920249
SP51145384,Snack rong bien 288,776,,534297
SP37971988,Muc khoai tay 802,158,,912535
SP71714872,Kem dua 303,377,,969885
SP69501799,Snack nho 476,189,Hinh anh bat mat,575506
SP71815695,Nuoc mang cut 535,709,,217207
SP64999187,Banh khoai tay 189,772,San pham tot,917756
SP85859653,Nuoc buoi 377,475,,868874
SP82631993,Snack buoi 385,916,,618275
SP47378747,Kem nhan 997,402,,798292
SP32480853,Nuoc thanh long 937,655,Ngon bo re,378139
SP55255199,Snack cam 266,717,,897752
SP61073366,Kem buoi 585,268,Mau ma đep,289960
SP92919137,Muc hong xiem 916,476,,296703
SP51305736,Snack xooai 166,676,,596451
SP62185568,Nuoc nho 813,634,,226458
SP58794278,Kem mo 446,510,Ngon bo re,470780
SP57356583,Nuoc cam 799,599,,788006
SP89755059,Nuoc bap 932,809,Phu hop voi gia tien,687723
SP90080330,Kem nho 461,118,,406936
SP67323760,Banh chuoi 925,432,,736527
SP47911537,Nuoc vai thieu 273,649,,932720
SP26769153,Banh dua 537,601,Mau ma đep,434365
SP87021342,Sua buoi 824,303,,889729
SP99961851,Kem mang cut 340,588,Mau ma đep,187935
SP23624846,Muc nhan 418,124,,767061
SP17957105,Nuoc khoai tay 366,158,,833864
SP12662243,Banh nho 194,377,,634491
SP28461396,Kem hong xiem 346,253,Than thien voi moi truong,938634
SP94197983,Kem vai thieu 112,169,,739306
SP10328120,Banh cam 833,312,Kieu dang tien loi,497949
SP55924500,Nuoc dua 813,806,,987412
SP92749353,Banh quyt 866,572,,719904
SP74999566,Kem chuoi 358,388,,511421
SP66082984,Nuoc bap 289,403,San pham tot,869198
SP14412905,Banh đao 154,687,,544613
SP97585401,Sua mo 894,513,Than thien voi moi truong,464813
SP15015659,Kem quyt 811,838,,602236
SP15765692,Muc đao 551,446,,844516
SP48145173,Snack mang cut 766,859,,853611
SP78921909,Banh bap 742,314,Co ich cho suc khoe,204606
SP73242021,Kem quyt 295,218,,661619
SP90859655,Banh man 318,925,Co ich cho suc khoe,296799
SP90049695,Snack mo 165,495,,907032
SP99759737,Sua mo 292,916,,941170
SP79224765,Muc khoai tay 310,430,,549393
SP44595837,Kem hong xiem 255,932,Phu hop voi gia tien,234706
SP49758202,Kem đao 201,436,,177881
SP17539685,Snack hong xiem 483,188,Co ich cho suc khoe,77270
SP65466332,Muc bo 103,962,,331186
SP73371460,Sua đao 323,472,,979222
SP44556020,Kem buoi 873,396,,461072
SP75083939,Nuoc bo 853,464,Ngon bo re,410142
SP37047663,Sua sau rieng 361,121,,193535
SP26535400,Sua bo 802,925,Than thien voi moi truong,905529
SP76003043,Snack vai thieu 827,584,,360489
SP38597855,Muc sau rieng 203,960,,425859
SP92882649,Nuoc nhan 121,964,,17735
SP40008505,Nuoc bap 413,259,Phu hop voi gia tien,31852
SP38748851,Banh đao 623,336,,236222
SP20615104,Snack khoai tay 394,746,Ngon bo re,364101
SP89323214,Kem man 701,943,,695186
SP19677098,Nuoc xooai 400,910,,917739
SP33410149,Banh xooai 493,863,,760438
SP57950092,Nuoc cam 996,788,Thom ngon bo duong,688514
SP48426898,Sua nhan 222,338,,480046
SP66591237,Sua rong bien 151,412,Mau sac tuoi tan,459936
SP86615166,Muc sau rieng 863,516,,545057
SP79433014,Sua nhan 652,294,,985992
SP62414356,Sua bap 137,256,,709382
SP17250455,Kem dua 278,275,Hinh anh bat mat,238272
SP11816427,Kem mo 143,940,,775333
SP59578762,Nuoc dau 576,271,Thom ngon bo duong,203276
SP52138879,Snack dua 590,440,,743630
SP13867876,Kem bo 820,982,,148651
SP98157612,Kem quyt 346,774,,52366
SP93221248,Muc hong xiem 751,636,Phu hop voi gia tien,561249
SP55609927,Kem chuoi 985,342,,431473
SP21449278,Nuoc đao 245,208,Ngon bo re,321776
SP97501013,Muc nhan 385,696,,625262
SP93966346,Sua bap 277,382,,685674
SP74754728,Sua nhan 914,615,,45489
SP92874367,Banh khoai tim 336,538,Ngon bo re,458821
SP70901837,Sua buoi 394,877,,234159
SP30387465,Banh rong bien 575,479,Ngon bo re,316131
SP60774935,Nuoc bap 776,676,,353183
SP61327034,Kem bo 967,690,,464526
SP64522666,Kem man 540,606,,964081
SP64264770,Snack buoi 868,180,San pham tot,450346
SP12217458,Snack dua 232,902,,854140
SP39185363,Banh bo 952,606,San pham tot,296273
SP92394030,Muc sau rieng 775,215,,754865
SP26672721,Snack bo 348,519,,538461
SP62056171,Nuoc sau rieng 427,919,,922952
SP28095511,Muc sau rieng 496,734,Than thien voi moi truong,146871
SP84682180,Nuoc cam 207,539,,186530
SP65650982,Banh chuoi 822,664,Mau sac tuoi tan,158625
SP22232768,Banh thanh long 952,925,,420516
SP71415675,Snack cam 667,646,,752486
SP73469128,Sua nhan 589,289,,786814
SP89657296,Snack dua 300,875,Phu hop voi gia tien,600317
SP37523665,Nuoc khoai tay 243,845,,934164
SP54842592,Banh chuoi 649,187,Thom ngon bo duong,411326
SP86086649,Snack bo 637,567,,615630
SP68852970,Snack vai thieu 550,838,,472987
SP91421048,Kem bap 198,387,,886879
SP22489345,Snack mang cut 695,453,Thom ngon bo duong,898742
SP61742810,Snack đao 765,626,,345059
SP48744004,Kem sau rieng 670,272,Phu hop voi gia tien,461495
